title,text,label
"Police in Seattle Can’t Say ‘Suspect’ Anymore, It’s Now ‘Community Members’",'john avlon: we know that no one ever seizes power with the intention of relinquishing it. <SEP> he says the police are now being told they are to refer to them as community members. <SEP> the left is opposed to any sort of label that makes an individual take responsibility for themselves.',1
Game Show Winner Mocks Barron Trump’s Response to Gruesome Kathy Griffin Photo,' It’s incredibly hard to believe that creating images of this violent nature wouldn’t provoke thought into how they will affect family members of their targets. <SEP> sEP> Griffin’s photo shoot and full admission of wrongdoing completely unacceptable by anyone’s standards. <SEP> it was disrespectful to victims of terrorism and their families.',1
Global Warming…Enough Already,"'the left continues to put forth their agenda on global warming, no matter how idiotic. <SEP> the only thing that is abnormal is that anyone believes them. <SEP> if the left are so correct, shouldn’t they still compare their opinion with others to prove their point?'",1
Hillary Clinton’s Response to Las Vegas Shooting Calls for Gun Control,"'a bill introduced earlier this year by. <SEP> Republican Jeff Duncan, frames the issue as a public health matter. <SEP> a former vice president called on. <SEP> congress to ""get off its ass and do something""  Join over 240,000 people who get the most important news. <SEP> stories and the best shopping deals from Heavy – Delivered right to your inbox.'",0
Can Hillary Clinton Please Go Quietly Into the Night?,"""sexism may have been a factor in Hillary's inability to connect with voters. <SEP> she has a tendency of coming off as an elitist. <SEP> if you want midwestern voters, you have to meet with them and respect them.""",1
Sun Tzu and the Democratic Party,'john avlon: the problem is that the Democrats have something going for them that those on the other side simply don’t seem to be able to do. <SEP> he says the party is looking at a complete shakeup of their party.',1
"Los Angeles to Legalize Street-Side Food Vendors to Spite Trump, ICE","""john avlon: l.a. is one of the few major cities where street vending is still illegal. <SEP> he says the city council is moving to legalize vendor operations across the city. <SEP> the'sovereign citizen' philosophy is that they do as they please without abiding by government, he writes.""",1
Does the New NRA Ad with Dana Loesch Call for Violence?,"'the nra put out a new ad featuring their female spokesperson, Dana Loesch, that calls for people to join the NRA. <SEP> john avlon: when you bring out the facts and truth, they resort to name calling and ugly threats. <SEP> when you call out the truth, progressives use violence against law-abiding citizens, he says.'",1
The Conservative Warriors of Generation Z,'a study released recently delved into the political beliefs and tendencies of Generation Z as they move to take the place of the Millennial generation. <SEP> the study concluded that Generation Z is the most conservative since the end of world war ii. <SEP> There could not be a more striking divide between the ‘live in your parent’s basement’ generation and the new generation coming of age.',1
Statistics Dispel Why Minneapolis Mayoral Candidate Dehn’s Push To Disarm Cops Will Fail,"'despite advances in proficiency for firearms training, 27 police officers have been murdered by gunfire in the line of duty this year. <SEP> the trend continues if we go back a few years. <SEP> Every officer will tell you that there is a wide spectrum of skill levels as it relates to weapons tactics, handling, and marksmanship.'",1
Ingraham: ‘Successful Trump Presidency’ Would Be ‘Armageddon’ for Liberals,"""ingraham blasted balking members of congress and Democrats for blocking and stalling the president's legislative agenda. <SEP> she said that despite the hyperventilation and alarmism we’re hearing from the national press corps, the never-Trump Republicans fear the most. <SEP> 'it’s equally true as well that president Trump has done a heck of a lot even without Congress to make our lives better,' she said.""",1
Is 'Black Lives Matter' a Racist Term? Watters' World Tackles Racism,"""'they do matter, don't get me wrong. <SEP> But also, all lives matter,' said Watters. <SEP> 'you have a whole group of people that heard a man say 'i'm going to build a wall and deport millions of Mexicans and Hispanic-Americans from this country' 'Nobody batted an eye,' Watters said.""",0
This List Of Attacks Against Conservatives Is Mind Blowing,'a wave of liberal rage has marked the last 11 months since the rise and subsequent election of President Donald Trump. <SEP> a man gorged on media hysteria attempts to slaughter conservatives while they practice for a charity baseball game. <SEP> the shooting is a harsh reminder of the growing vitriol in american politics where violence between liberal and conservative hard-liners is only becoming more common.',1
"Hundreds marched against 'Confederate pride' in Austin, Texas","'fights break out between protesters and police at ""dixie freedom rally"" in Austin. <SEP> two people are arrested; event organizers reach out to lawyers. <SEP> university of texas has taken steps to remove Confederate statues on campus.'",0
"Reps. Gaetz, Biggs: Hillary Clinton's FBI special treatment must be investigated","'sally kohn: the FBI\'s investigation of Hillary Clinton was referred to as ""special"" she says the double standard has redounded to her political and legal benefit. <SEP> she says if biased agents have tainted evidence, we need to see it.'",1
Catholic bishops called out Steve Bannon over his comments about undocumented immigrants,"'former white house chief strategist says the church needs ""illegal aliens"" as worshipers. <SEP> ""the bishops have been terrible about this,"" he says in a new interview. <SEP> the full interview of Steve Bannon on ""60 Minutes"" will air this Sunday.'",0
"No, ISIS Isn't Rooting for Clinton","""a dozen interviews with ISIS extremists and a review of their social media networks found the terrorist group has a strong preference in the 2016 election. <SEP> they'd like to see Donald Trump elected, not Clinton.""",0
"Trump Campaign Manager Calls on Obama, Clinton to Calm Protests","'former campaign manager Kellyanne conway appeared on NBC\'s ""Meet the Press"" she called on president Obama and secretary Hillary Clinton to calm protests. <SEP> she cited what she claimed was media hypocrisy, saying if Hillary Clinton had won, people would be freaking out that his supporters were not accepting the election results.'",0
Donald Trump Defends Past Remarks About Women,"'\'you\'ve called women you don\'t like fat pigs, dogs, slobs and disgusting animals,\' debate moderator Megyn Kelly told Trump. <SEP> ""frankly what I say and oftentimes it\'s fun, he\'s kidding, we have a good time,"" he said.'",0
President-Elect Trump Tours Washington,'president-elect Donald Trump and future First Lady Melania Trump are meeting with President Obama and First Lady Michelle Obama at the White House. <SEP> expected to discuss efforts toward a smooth transition of power.',0
Team Trump Celebrates Surprise Election Victory,'president-elect Donald Trump stunned the world by defeating Hillary Clinton. <SEP> he defeated a wave of populist resentment to become the 45th president of the united states.',0
What Happens to the @POTUS Twitter After Obama Leaves?,"""@POTUS will be the first sitting president to join twitter. <SEP> the @FLOTUS twitter account is also included in the transition. <SEP> it's possible twitter may need to change that to @FMOTUS come January 20 if we elect our first female president.""",0
17 ISIS Militants Posed as Refugees to Reach Europe: German Official,"'the total includes two suspects who died in the Paris terror attacks. <SEP> last year, Germany alone welcomed more than 1.1 million migrants.'",0
